source	target	has_mapping	needs_translation
DecreeApproval_LucitaAzaro_EnergySubsidiesForIndustries		0	0
DecreeApproval_TaddeusAzaro_EnergySubsidiesForIndustries		0	0
DecreeApproval_TitusGordion_EnergySubsidiesForIndustries		0	0
DecreeApproval_RicoToras_EnergySubsidiesForIndustries		0	0
DecreeApproval_LaurentoEsquibel_EnergySubsidiesForIndustries		0	0
DecreeApproval_VinaToras_EnergySubsidiesForIndustries		0	0
DecreeApproval_ElenaWerner_EnergySubsidiesForIndustries		0	0
DecreeApproval_RustyMontoro_EnergySubsidiesForIndustries		0	0
DecreeApproval_DariaDeRava_EnergySubsidiesForIndustries		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007685		0	0
Economy_Interventionism_InvestInFootballInfrastructure		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-1 Authority
-1 Budget		0	0
RiziaDLC.Resources_Authority <= 0		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 0		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Enable_Policy_RD_Economy_InvestInFootballInfrastructure == true		0	0
RiziaDLC.Resources_Authority -= 1;
RiziaDLC.Resources_Budget -= 1;
RiziaDLC.Country_PublicOpinion += 1;
RiziaDLC.Country_Tourism += 1;
RiziaDLC.Policy_RD_Economy_InvestInFootballInfrastructure = true;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.RoyalDecrees_Civilian_Passed += 1;
RiziaDLCSupport.Journal_RD_InvestInFootballInfrastructure = true;
EnableNews("RD_RH_InvestInFootballInfrastructure");
EnableNews("RD_V_InvestInFootballInfrastructure");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_InvestinFootballInfrastructure		0	0
DecreeApproval_AngelicaSazon_InvestinFootballInfrastructure		0	0
DecreeApproval_AxelReinhart_InvestinFootballInfrastructure		0	0
DecreeApproval_SalIgnacius_InvestinFootballInfrastructure		0	0
DecreeApproval_LucitaAzaro_InvestinFootballInfrastructure		0	0
DecreeApproval_TaddeusAzaro_InvestinFootballInfrastructure		0	0
DecreeApproval_TitusGordion_InvestinFootballInfrastructure		0	0
DecreeApproval_RicoToras_InvestinFootballInfrastructure		0	0
DecreeApproval_LaurentoEsquibel_InvestinFootballInfrastructure		0	0
DecreeApproval_VinaToras_InvestinFootballInfrastructure		0	0
DecreeApproval_ElenaWerner_InvestinFootballInfrastructure		0	0
DecreeApproval_RustyMontoro_InvestinFootballInfrastructure		0	0
DecreeApproval_DariaDeRava_InvestinFootballInfrastructure		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x01000065000076AD		0	0
Economy_Interventionism_OneTimeGovernmentStimulus		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
-5 Budget		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 4		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Resources_Budget -= 5;
RiziaDLC.Country_PublicOpinion += 3;
RiziaDLC.Policy_RD_Economy_GovernmentStimulusForPeople = true;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.RoyalDecrees_Civilian_Passed += 1;
RiziaDLCSupport.Journal_RD_OneTimeGovernmentStimulus = true;
RiziaDLC.RD_RPPDecreesPassed += 1;
EnableNews("RD_RH_OneTimeGovernmentStimulus");
EnableNews("RD_V_OneTimeGovernmentStimulus");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_OneTimeGovernmentStimulus		0	0
DecreeApproval_AngelicaSazon_OneTimeGovernmentStimulus		0	0
DecreeApproval_AxelReinhart_OneTimeGovernmentStimulus		0	0
DecreeApproval_SalIgnacius_OneTimeGovernmentStimulus		0	0
DecreeApproval_LucitaAzaro_OneTimeGovernmentStimulus		0	0
DecreeApproval_TaddeusAzaro_OneTimeGovernmentStimulus		0	0
DecreeApproval_TitusGordion_OneTimeGovernmentStimulus		0	0
DecreeApproval_RicoToras_OneTimeGovernmentStimulus		0	0
DecreeApproval_LaurentoEsquibel_OneTimeGovernmentStimulus		0	0
DecreeApproval_VinaToras_OneTimeGovernmentStimulus		0	0
DecreeApproval_ElenaWerner_OneTimeGovernmentStimulus		0	0
DecreeApproval_RustyMontoro_OneTimeGovernmentStimulus		0	0
DecreeApproval_DariaDeRava_OneTimeGovernmentStimulus		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007646		0	0
Economy_Misc_PublicRailTransportSubsidies		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
-3 Budget
-1 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 2		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Enable_Policy_RD_Economy_PublicRailTransportSubsidies == true		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Resources_Budget -= 3;
RiziaDLC.Country_PublicOpinion += 3;
RiziaDLC.Budget_Modifier_PublicTransportSubsidies -= 1;
RiziaDLC.Policy_RD_Economy_PublicRailTransportSubsidies = true;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_PublicRailTransportSubsidies = true;
EnableNews("RD_RH_PublicRailTransportSubsidies");
EnableNews("RD_V_PublicRailTransportSubsidies");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_PublicRailTransportSubsidies		0	0
DecreeApproval_AngelicaSazon_PublicRailTransportSubsidies		0	0
DecreeApproval_AxelReinhart_PublicRailTransportSubsidies		0	0
DecreeApproval_SalIgnacius_PublicRailTransportSubsidies		0	0
DecreeApproval_LucitaAzaro_PublicRailTransportSubsidies		0	0
DecreeApproval_TaddeusAzaro_PublicRailTransportSubsidies		0	0
DecreeApproval_TitusGordion_PublicRailTransportSubsidies		0	0
DecreeApproval_RicoToras_PublicRailTransportSubsidies		0	0
DecreeApproval_LaurentoEsquibel_PublicRailTransportSubsidies		0	0
DecreeApproval_VinaToras_PublicRailTransportSubsidies		0	0
DecreeApproval_ElenaWerner_PublicRailTransportSubsidies		0	0
DecreeApproval_RustyMontoro_PublicRailTransportSubsidies		0	0
DecreeApproval_DariaDeRava_PublicRailTransportSubsidies		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007631		0	0
Economy_Misc_PublicSeaTransportSubsidies		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-1 Authority
-2 Budget
-1 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 0		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 1		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Enable_Policy_RD_Economy_PublicSeaTransportSubsidies == true		0	0
RiziaDLC.Resources_Authority -= 1;
RiziaDLC.Resources_Budget -= 2;
RiziaDLC.Country_PublicOpinion += 2;
RiziaDLC.Budget_Modifier_PublicTransportSubsidies -= 1;
RiziaDLC.Policy_RD_Economy_PublicSeaTransportSubsidies = true;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_PublicSeaTransportSubsidies = true;
EnableNews("RD_RH_PublicSeaTransportSubsidies");
EnableNews("RD_V_PublicSeaTransportSubsidies");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_PublicSeaTransportSubsidies		0	0
DecreeApproval_AngelicaSazon_PublicSeaTransportSubsidies		0	0
DecreeApproval_AxelReinhart_PublicSeaTransportSubsidies		0	0
DecreeApproval_SalIgnacius_PublicSeaTransportSubsidies		0	0
DecreeApproval_LucitaAzaro_PublicSeaTransportSubsidies		0	0
DecreeApproval_TaddeusAzaro_PublicSeaTransportSubsidies		0	0
DecreeApproval_TitusGordion_PublicSeaTransportSubsidies		0	0
DecreeApproval_RicoToras_PublicSeaTransportSubsidies		0	0
DecreeApproval_LaurentoEsquibel_PublicSeaTransportSubsidies		0	0
DecreeApproval_VinaToras_PublicSeaTransportSubsidies		0	0
DecreeApproval_ElenaWerner_PublicSeaTransportSubsidies		0	0
DecreeApproval_RustyMontoro_PublicSeaTransportSubsidies		0	0
DecreeApproval_DariaDeRava_PublicSeaTransportSubsidies		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007B5B		0	0
Economy_Interventionism_RemoveBusinessTaxCredits		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
+2 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Policy_RD_Economy_BusinessTaxCredits == true		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Country_PublicOpinion -= 3;
RiziaDLC.LeaningValue_ProBusiness -= 2;
RiziaDLC.Policy_RD_Economy_BusinessTaxCredits = false;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.RoyalDecrees_Civilian_Passed += 1;
RiziaDLCSupport.Journal_RD_RemoveBusinessTaxCredits = true;
EnableNews("RD_RH_RemoveBusinessTaxCredits");
EnableNews("RD_V_RemoveBusinessTaxCredits");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RemoveBusinessTaxCredits		0	0
DecreeApproval_AngelicaSazon_RemoveBusinessTaxCredits		0	0
DecreeApproval_AxelReinhart_RemoveBusinessTaxCredits		0	0
DecreeApproval_SalIgnacius_RemoveBusinessTaxCredits		0	0
DecreeApproval_LucitaAzaro_RemoveBusinessTaxCredits		0	0
DecreeApproval_TaddeusAzaro_RemoveBusinessTaxCredits		0	0
DecreeApproval_TitusGordion_RemoveBusinessTaxCredits		0	0
DecreeApproval_RicoToras_RemoveBusinessTaxCredits		0	0
DecreeApproval_LaurentoEsquibel_RemoveBusinessTaxCredits		0	0
DecreeApproval_VinaToras_RemoveBusinessTaxCredits		0	0
DecreeApproval_ElenaWerner_RemoveBusinessTaxCredits		0	0
DecreeApproval_RustyMontoro_RemoveBusinessTaxCredits		0	0
DecreeApproval_DariaDeRava_RemoveBusinessTaxCredits		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007B6E		0	0
Economy_Interventionism_RevokeEnergySubsidiesForIndustries		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-3 Authority
+4 Energy Per Turn		0	0
RiziaDLC.Resources_Authority <= 2		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Policy_RD_Economy_EnergySubsidiesForIndustries == true		0	0
RiziaDLC.Resources_Authority -= 3;
RiziaDLC.Country_PublicOpinion -= 1;
RiziaDLC.LeaningValue_ProBusiness -= 5;
RiziaDLC.Policy_RD_Economy_EnergySubsidiesForIndustries = false;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.RoyalDecrees_Energy_Passed += 1;
RiziaDLCSupport.Journal_RD_RevokeEnergySubsidiesForIndustries = true;
EnableNews("RD_RH_RevokeEnergySubsidiesForIndustries");
EnableNews("RD_V_RevokeEnergySubsidiesForIndustries");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_AngelicaSazon_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_AxelReinhart_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_SalIgnacius_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_LucitaAzaro_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_TaddeusAzaro_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_TitusGordion_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_RicoToras_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_LaurentoEsquibel_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_VinaToras_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_ElenaWerner_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_RustyMontoro_RevokeEnergySubsidiesForIndustries		0	0
DecreeApproval_DariaDeRava_RevokeEnergySubsidiesForIndustries		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007B81		0	0
Economy_Interventionism_RevokeGasHeatingSubsidiesForCitizens		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
+2 Energy Per Turn		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Policy_RD_Economy_GasHeatingSubsidiesForCitizens == true		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Country_PublicOpinion -= 5;
RiziaDLC.Policy_RD_Economy_GasHeatingSubsidiesForCitizens = false;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_RevokeGasHeatingSubsidiesForIndustries = true;
EnableNews("RD_RH_RevokeGasHeatingSubsidiesForCitizens");
EnableNews("RD_V_RevokeGasHeatingSubsidiesForCitizens");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_AngelicaSazon_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_AxelReinhart_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_SalIgnacius_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_LucitaAzaro_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_TaddeusAzaro_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_TitusGordion_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_RicoToras_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_LaurentoEsquibel_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_VinaToras_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_ElenaWerner_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_RustyMontoro_RevokeGasHeatingSubsidiesForCitizens		0	0
DecreeApproval_DariaDeRava_RevokeGasHeatingSubsidiesForCitizens		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007BA7		0	0
Economy_Interventionism_RevokeRailTransportSubsidies		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
+1 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Policy_RD_Economy_PublicRailTransportSubsidies == true		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Country_PublicOpinion -= 5;
RiziaDLC.Budget_Modifier_PublicTransportSubsidies += 1;
RiziaDLC.Policy_RD_Economy_PublicRailTransportSubsidies = false;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_RevokeRailTransportSubsidies = true;
EnableNews("RD_RH_RevokeRailTransportSubsidies");
EnableNews("RD_V_RevokeRailTransportSubsidies");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RevokeRailTransportSubsidies		0	0
DecreeApproval_AngelicaSazon_RevokeRailTransportSubsidies		0	0
DecreeApproval_AxelReinhart_RevokeRailTransportSubsidies		0	0
DecreeApproval_SalIgnacius_RevokeRailTransportSubsidies		0	0
DecreeApproval_LucitaAzaro_RevokeRailTransportSubsidies		0	0
DecreeApproval_TaddeusAzaro_RevokeRailTransportSubsidies		0	0
DecreeApproval_TitusGordion_RevokeRailTransportSubsidies		0	0
DecreeApproval_RicoToras_RevokeRailTransportSubsidies		0	0
DecreeApproval_LaurentoEsquibel_RevokeRailTransportSubsidies		0	0
DecreeApproval_VinaToras_RevokeRailTransportSubsidies		0	0
DecreeApproval_ElenaWerner_RevokeRailTransportSubsidies		0	0
DecreeApproval_RustyMontoro_RevokeRailTransportSubsidies		0	0
DecreeApproval_DariaDeRava_RevokeRailTransportSubsidies		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100006500007B94		0	0
Economy_Interventionism_RevokeSeaTransportSubsidies		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-1 Authority
+1 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 0		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Policy_RD_Economy_PublicSeaTransportSubsidies == true		0	0
RiziaDLC.Resources_Authority -= 1;
RiziaDLC.Country_PublicOpinion -= 4;
RiziaDLC.Budget_Modifier_PublicTransportSubsidies += 1;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.Policy_RD_Economy_PublicSeaTransportSubsidies = false;
RiziaDLCSupport.Journal_RD_RevokeSeaTransportSubsidies = true;
EnableNews("RD_RH_RevokeSeaTransportSubsidies");
EnableNews("RD_V_RevokeSeaTransportSubsidies");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RevokeSeaTransportSubsidies		0	0
DecreeApproval_AngelicaSazon_RevokeSeaTransportSubsidies		0	0
DecreeApproval_AxelReinhart_RevokeSeaTransportSubsidies		0	0
DecreeApproval_SalIgnacius_RevokeSeaTransportSubsidies		0	0
DecreeApproval_LucitaAzaro_RevokeSeaTransportSubsidies		0	0
DecreeApproval_TaddeusAzaro_RevokeSeaTransportSubsidies		0	0
DecreeApproval_TitusGordion_RevokeSeaTransportSubsidies		0	0
DecreeApproval_RicoToras_RevokeSeaTransportSubsidies		0	0
DecreeApproval_LaurentoEsquibel_RevokeSeaTransportSubsidies		0	0
DecreeApproval_VinaToras_RevokeSeaTransportSubsidies		0	0
DecreeApproval_ElenaWerner_RevokeSeaTransportSubsidies		0	0
DecreeApproval_RustyMontoro_RevokeSeaTransportSubsidies		0	0
DecreeApproval_DariaDeRava_RevokeSeaTransportSubsidies		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x010000650000BFDB		0	0
Economy_Taxes_RemoveIncreasedIncomeTax		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-3 Authority
-2 Budget Per Turn		0	0
RiziaDLC.Resources_Authority <= 2		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_BudgetModifiersTotal <= 1		0	0
Insufficient treasury revenues to enact decree		0	0
RiziaDLC.Policy_RD_Economy_IncreaseIncomeTax == true		0	0
RiziaDLC.Resources_Authority -= 3;
RiziaDLC.Country_PublicOpinion += 3;
RiziaDLC.Policy_RD_Economy_RemoveIncomeTax = true;
RiziaDLC.Policy_RD_Economy_IncreaseIncomeTax = false;
RiziaDLC.Policy_Economy_IncomeTax10 = false;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_RemoveIncomeTax = true;
EnableNews("RD_RH_RemoveIncomeTax");
EnableNews("RD_V_RemoveIncomeTax");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RemoveIncomeTax		0	0
DecreeApproval_AngelicaSazon_RemoveIncomeTax		0	0
DecreeApproval_AxelReinhart_RemoveIncomeTax		0	0
DecreeApproval_SalIgnacius_RemoveIncomeTax		0	0
DecreeApproval_LucitaAzaro_RemoveIncomeTax		0	0
DecreeApproval_TaddeusAzaro_RemoveIncomeTax		0	0
DecreeApproval_TitusGordion_RemoveIncomeTax		0	0
DecreeApproval_RicoToras_RemoveIncomeTax		0	0
DecreeApproval_LaurentoEsquibel_RemoveIncomeTax		0	0
DecreeApproval_VinaToras_RemoveIncomeTax		0	0
DecreeApproval_ElenaWerner_RemoveIncomeTax		0	0
DecreeApproval_RustyMontoro_RemoveIncomeTax		0	0
DecreeApproval_DariaDeRava_RemoveIncomeTax		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100008E00007786		0	0
Economy_Resources_LowerRRGStake		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
+6 Budget
-2 Budget Per Turn		0	0
RiziaDLC.Resources_BudgetModifiersTotal <= 1		0	0
Insufficient treasury revenues to enact decree		0	0
RiziaDLC.Turn04_RRGStakeDecisionDelayed == true && RiziaDLCSetup.CurrentTurn <= 7 && RiziaDLC.Economy_LateRRGDecreeEnacted == false		0	0
RiziaDLC.Economy_LowerRRGStake = true;
RiziaDLC.Economy_LateRRGDecreeEnacted = true;
RiziaDLC.Resources_Budget += 6;
RiziaDLC.Budget_Modifier_RizianGoldIndustry -= 2;
RiziaDLC.Situation_Economy_RRG_StateOwns45 = false;
RiziaDLC.Situation_Economy_RRG_StateOwns30 = false;
RiziaDLC.Situation_Economy_RRG_StateOwns15 = true;
RiziaDLC.Situation_Economy_RRG_StateOwns100 = false;
RiziaDLCSupport.Journal_Turn04_RRG_StakeLowered = true;
RiziaDLCSupport.News_Turn04_V_Decision_RRGStakeChange_Decrease = true;
RiziaDLC.RoyalDecrees_Passed += 1;		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_LowerRRGStake		0	0
DecreeApproval_AngelicaSazon_BuildQalusGoldMine		0	0
DecreeApproval_AxelReinhart_BuildQalusGoldMine		0	0
DecreeApproval_SalIgnacius_LowerRRGStake		0	0
DecreeApproval_LucitaAzaro_LowerRRGStake		0	0
DecreeApproval_TaddeusAzaro_LowerRRGStake		0	0
DecreeApproval_TitusGordion_LowerRRGStake		0	0
DecreeApproval_RicoToras_BuildQalusGoldMine		0	0
DecreeApproval_LaurentoEsquibel_LowerRRGStake		0	0
DecreeApproval_VinaToras_BuildQalusGoldMine		0	0
DecreeApproval_ElenaWerner_LowerRRGStake		0	0
DecreeApproval_RustyMontoro_BuildQalusGoldMine		0	0
DecreeApproval_DariaDeRava_BuildQalusGoldMine		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100008E00007767		0	0
Economy_Resources_RaiseRRGStake		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-5 Budget
+2 Budget Per Turn		0	0
RiziaDLC.Resources_Budget <= 4		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Turn04_RRGStakeDecisionDelayed == true && RiziaDLCSetup.CurrentTurn <= 7 && RiziaDLC.Economy_LateRRGDecreeEnacted == false		0	0
RiziaDLC.Economy_RaiseRRGStake = true;
RiziaDLC.Economy_LateRRGDecreeEnacted = true;
RiziaDLC.Resources_Budget -= 5;
RiziaDLC.Budget_Modifier_RizianGoldIndustry += 2;
RiziaDLC.Situation_Economy_RRG_StateOwns45 = true;
RiziaDLC.Situation_Economy_RRG_StateOwns30 = false;
RiziaDLC.Situation_Economy_RRG_StateOwns15 = false;
RiziaDLC.Situation_Economy_RRG_StateOwns100 = false;
RiziaDLCSupport.Journal_Turn04_RRG_StakeRaised = true;
RiziaDLCSupport.News_Turn04_RH_Decision_RRGStakeChange_Increase = true;
RiziaDLCSupport.Reports_Turn04_Morella_Decision_RRGStakeChangeIncrease = true;
RiziaDLC.RoyalDecrees_Passed += 1;		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_RaiseRRGStake		0	0
DecreeApproval_AngelicaSazon_BuildQalusGoldMine		0	0
DecreeApproval_AxelReinhart_BuildQalusGoldMine		0	0
DecreeApproval_SalIgnacius_RaiseRRGStake		0	0
DecreeApproval_LucitaAzaro_RaiseRRGStake		0	0
DecreeApproval_TaddeusAzaro_RaiseRRGStake		0	0
DecreeApproval_TitusGordion_RaiseRRGStake		0	0
DecreeApproval_RicoToras_BuildQalusGoldMine		0	0
DecreeApproval_LaurentoEsquibel_RaiseRRGStake		0	0
DecreeApproval_VinaToras_BuildQalusGoldMine		0	0
DecreeApproval_ElenaWerner_RaiseRRGStake		0	0
DecreeApproval_RustyMontoro_BuildQalusGoldMine		0	0
DecreeApproval_DariaDeRava_BuildQalusGoldMine		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100008E000082B5		0	0
Economy_FormPorteDrazonStockExchange		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-3 Authority
-2 Budget		0	0
RiziaDLC.Resources_Authority <= 2		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 1		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Enable_Policy_RD_Economy_FormPorteDrazonStockExchange == true && RiziaDLC.Council_Treasury_Elena == true		0	0
RiziaDLC.Resources_Authority -= 3;
RiziaDLC.Resources_Budget -= 2;
RiziaDLC.LeaningValue_ProBusiness += 2;
RiziaDLC.Policy_RD_Economy_FormPorteDrazonStockExchange = true;
RiziaDLC.PersonalValue_Malenyevist -= 2;
AddTokenStatusImmediately("Rizia_City_PorteDrazon", "Progress_Construction_PorteDrazonStockExchange");
ScheduleProgress("Progress_Construction_PorteDrazonStockExchange", 2);
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLCSupport.Journal_RD_FormPorteDrazonStockExchange = true;
EnableNews("RD_RH_FormPorteDrazonStockExchange");
EnableNews("RD_V_FormPorteDrazonStockExchange");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_FormPorteDrazonStockExchange		0	0
DecreeApproval_AngelicaSazon_FormPorteDrazonStockExchange		0	0
DecreeApproval_AxelReinhart_FormPorteDrazonStockExchange		0	0
DecreeApproval_SalIgnacius_FormPorteDrazonStockExchange		0	0
DecreeApproval_LucitaAzaro_FormPorteDrazonStockExchange		0	0
DecreeApproval_TaddeusAzaro_FormPorteDrazonStockExchange		0	0
DecreeApproval_TitusGordion_FormPorteDrazonStockExchange		0	0
DecreeApproval_RicoToras_FormPorteDrazonStockExchange		0	0
DecreeApproval_LaurentoEsquibel_FormPorteDrazonStockExchange		0	0
DecreeApproval_VinaToras_FormPorteDrazonStockExchange		0	0
DecreeApproval_ElenaWerner_FormPorteDrazonStockExchange		0	0
DecreeApproval_RustyMontoro_FormPorteDrazonStockExchange		0	0
DecreeApproval_DariaDeRava_FormPorteDrazonStockExchange		0	0
Royal Decrees Panel		0	0
AppBundle_Rizia		0	0
StoryPack_Rizia		0	0
0x0100008E000082DD		0	0
Economy_InvestInPharmaceuticals		0	0
Rizia/Royal Decrees Panel/Economy Decrees		0	0
-2 Authority
-3 Budget		0	0
RiziaDLC.Resources_Authority <= 1		0	0
Insufficient authority to enact decree		0	0
RiziaDLC.Resources_Budget <= 2		0	0
Insufficient budget to enact decree		0	0
RiziaDLC.Resources_Authority -= 2;
RiziaDLC.Resources_Budget -= 3;
RiziaDLC.Policy_RD_Economy_InvestInPharmaceuticals = true;
RiziaDLC.Diplomacy_Wehlen_NegotiatingPower += 2;
RiziaDLC.RoyalDecrees_Passed += 1;
RiziaDLC.RoyalDecrees_Civilian_Passed += 1;
RiziaDLCSupport.Journal_RD_InvestInPharmaceuticals = true;
EnableNews("RD_RH_InvestInPharmaceuticals");
EnableNews("RD_V_InvestInPharmaceuticals");
EnableReport("RD_Bronaz_InvestInPharmaceuticals");
EnableReport("RD_Valenqir_InvestInPharmaceuticals");		0	0
Economy	經濟	1	0
DecreeApproval_HugoToras_InvestInPharmaceuticals		0	0
DecreeApproval_AngelicaSazon_InvestInPharmaceuticals		0	0
DecreeApproval_AxelReinhart_InvestInPharmaceuticals		0	0
DecreeApproval_SalIgnacius_InvestInPharmaceuticals		0	0
DecreeApproval_LucitaAzaro_InvestInPharmaceuticals		0	0
DecreeApproval_TaddeusAzaro_InvestInPharmaceuticals		0	0
DecreeApproval_TitusGordion_InvestInPharmaceuticals		0	0
DecreeApproval_RicoToras_InvestInPharmaceuticals		0	0
DecreeApproval_LaurentoEsquibel_InvestInPharmaceuticals		0	0
